entity,entity_type,source_url
Jahrhundert XX,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
20th century 20th century,DATE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
XX 20,DATE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Secolul al XX-lea Secolul al XX-lea,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
2024-08-20T17:10:31.396Z,DATE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
2024-08-20T17:10:31.396Z Street,DATE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Netherlands Leiden University Libraries,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Charles de Valois,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Tempesta,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Antonio,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Dedication,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
cartouche,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Diana,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Antonio Tempesta,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Firens,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parigi,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Wappen,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Papier Radierung,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Blättern,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
l'eau,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Papper Tryck,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Estampa,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Carta,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Popierius Estampas Papir,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Χαρτί Εκτύπωση,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Хартия Печатна,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metszet Papír,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Tryck Χαρτί Εκτύπωση Karta,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Print,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Carta Stampa,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Estampado,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Trükipilt Paber Papír Tisk Paper,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Sztych Tryk,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ranskan,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Французская Республика ФР Французская,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Франция,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Парижский,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж (Франция,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Франция Париж,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
France La France,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiken Frankrike,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franska,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR France,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR La France République,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
República Francesa República da França,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
de Ilha de França Ile de,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Република Франция Френска,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Γαλλική Δημοκρατία Πόλη,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
φωτός Repubblika,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franċiża Prancuzija,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Prancūzijos Respublika,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Republic of,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
France,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
France City,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francuska Francuska,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris FR République,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ville de l'Amour FR-75 DEPARTEMENT DE,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francesa Ile-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Francúzska,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republica Franceză,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiek FR,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankreich Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Ranska Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Ilha de França,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Prancūzija Il de Fransas,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francúzsko Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Illa de França,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Γαλλία Ιλ-ντε-Φρανς Παρίσι Franza Pariġi,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia París Isla de,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frantzia Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francja Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franța Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankrijk Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parijs,GPE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Jahrhundert,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Segle XVII 1600,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
XVII,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Siglo XVII 17,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
XVII,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Secolul al XVII-lea,PERSON,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Dutch Collections,ORG,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
2022-08-10T12:26:12.922Z,DATE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
2024-03-12T18:12:00.900Z,DATE,https://www.europeana.eu/item/816/item_3245975?utm_source=api&utm_medium=api&utm_campaign=tionefter
Netherlands Leiden University Libraries Tempesta,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Antonio,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Tempesta,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Monogram,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
zxx zxx,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Papier Radierung,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
druckgraphischen Blättern,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Estampa,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Carta,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Stampa,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
l'eau,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paperi Grafiikka Бумага Эстамп Хартия Печатна,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Popierius Estampas,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Χαρτί Εκτύπωση,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Radierung,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Хартия Печатна,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Popierius Estampas Papir,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metszet Papír,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Tryck Χαρτί Εκτύπωση Karta,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Print Panthera,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Carta Stampa,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Papel Estampado,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Trükipilt Paber Papír Tisk Paper,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Sztych Tryk,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ranskan,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Французская Республика ФР Французская,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Франция,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Парижский,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж (Франция,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Франция Париж,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
France La France,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiken Frankrike,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franska,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR France,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR La France République,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
República Francesa República da França,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
de Ilha de França Ile de,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Република Франция Френска,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Γαλλική Δημοκρατία Πόλη,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
φωτός Repubblika,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franċiża Prancuzija,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Prancūzijos Respublika,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Republic of,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
France,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
France City,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francuska Francuska,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris FR République,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ville de l'Amour FR-75 DEPARTEMENT DE,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francesa Ile-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Francúzska,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republica Franceză,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiek FR,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankreich Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Ranska Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Ilha de França,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Prancūzija Il de Fransas,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francúzsko Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Illa de França,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Γαλλία Ιλ-ντε-Φρανς Παρίσι Franza Pariġi,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia París Isla de,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frantzia Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francja Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franța Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankrijk Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parijs,GPE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Jahrhundert,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Segle XVII 1600,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
XVII,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Siglo XVII 17,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
XVII,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Secolul al XVII-lea,PERSON,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Dutch Collections,ORG,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
2022-08-10T12:26:12.922Z,DATE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
2024-03-12T18:12:00.900Z,DATE,https://www.europeana.eu/item/816/item_3245976?utm_source=api&utm_medium=api&utm_campaign=tionefter
Netherlands Leiden University Libraries Tempesta,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Antonio,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Tempesta,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Monogram,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
zxx zxx,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Radierung,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
druckgraphischen Blättern,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Estampa,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Carta,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
l'eau,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paperi Grafiikka Бумага Эстамп Хартия Печатна,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Popierius Estampas,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Χαρτί Εκτύπωση,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Хартия Печатна,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Popierius Estampas Papir,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metszet Papír,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Tryck Χαρτί Εκτύπωση Karta,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Print,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Carta Stampa,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Papel Estampado,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Trükipilt Paber Papír Tisk Paper,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Sztych Tryk,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ranskan,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Французская Республика ФР Французская,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Франция,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Парижский,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж (Франция,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Франция Париж,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
France La France,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiken Frankrike,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franska,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR France,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR La France République,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
República Francesa República da França,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
de Ilha de França Ile de,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Република Франция Френска,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Γαλλική Δημοκρατία Πόλη,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
φωτός Repubblika,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franċiża Prancuzija,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Prancūzijos Respublika,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Republic of,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
France,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
France City,GPE,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francuska Francuska,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris FR République,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ville de l'Amour FR-75 DEPARTEMENT DE,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francesa Ile-de-,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Francúzska,ORG,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republica Franceză,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiek FR,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankreich Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Ranska Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Ilha de França,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Prancūzija Il de Fransas,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francúzsko Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Illa de França,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Γαλλία Ιλ-ντε-Φρανς Παρίσι Franza Pariġi,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia París Isla de,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frantzia Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francja Île-de-,PERSON,https://www.europeana.eu/item/816/item_3245977?utm_source=api&utm_medium=api&utm_campaign=tionefter
